Opportunity ID,Sales Rep ID,Sales Rep Name,Region,Country,Contact Name,Customer Name,Cust ID,Opp Initiation Date,Opp Close Date,Opportunity Status,Opportunity Stage
OPP-60521,SR-2070,Amber Henry,North America,Germany,Mr. James Pace,"Blair, Carey and Henderson",CUST-10609,2025-05-30,2025-05-18,Open,Qualification
OPP-60522,SR-2053,Carlos Kim,Asia-Pacific,Germany,Pamela Butler,"Waters, Dickson and Cox",CUST-10471,2025-01-16,2025-06-12,Open,Prospecting
OPP-60523,SR-2045,Brenda Cunningham,Latin America,USA,Shane Holloway,Rodriguez-Mcdonald,CUST-10742,2025-02-04,2025-07-19,Negotiation,Qualification
OPP-60524,SR-2090,Matthew Rowland,Europe,Brazil,Carol Whitehead,Coffey Group,CUST-10964,2025-04-15,2025-07-24,Open,Qualification
OPP-60525,SR-2059,Tamara Morse,Asia-Pacific,Germany,Shannon Reed,Hinton-Dixon,CUST-10203,2025-02-23,2025-07-26,Negotiation,Proposal
OPP-60526,SR-2021,Cheryl Hudson,Middle East,India,Robin Walker,Camacho Inc,CUST-10024,2025-06-30,2025-07-06,Won,Prospecting
OPP-60527,SR-2047,Julie Peterson,Middle East,Australia,Jamie Price,Brooks PLC,CUST-10681,2025-05-23,2025-03-27,Open,Prospecting
OPP-60528,SR-2092,Matthew Anderson,Europe,Australia,Michael Freeman,"Parks, Clark and Schultz",CUST-10468,2025-05-07,2025-06-29,On Hold,Qualification
OPP-60529,SR-2048,Amanda Johnson,Middle East,India,Sharon Howard,Evans Ltd,CUST-10701,2025-05-14,2025-07-03,Open,Qualification
OPP-60530,SR-2046,Crystal Wilson,North America,Australia,Jessica Nash,Snyder Ltd,CUST-10269,2025-03-17,2025-08-20,Lost,Proposal
OPP-60531,SR-2068,Patrick Campbell,Asia-Pacific,Australia,Bonnie Cohen,Galloway-Crawford,CUST-10824,2025-04-02,2025-06-02,Open,Qualification
OPP-60532,SR-2044,Tina Evans,Middle East,Brazil,Jennifer Smith,Heath-Hurst,CUST-10380,2025-04-01,2025-05-23,Negotiation,Negotiation
OPP-60533,SR-2053,Victoria King,North America,Brazil,William Peck,Bartlett PLC,CUST-10885,2025-02-08,2025-08-31,Won,Proposal
OPP-60534,SR-2092,Eric Young,Latin America,USA,Mr. Michael Ramsey MD,"Colon, Moore and Lindsey",CUST-10608,2025-07-13,2025-02-13,Won,Qualification
OPP-60535,SR-2098,Robert Hodges,North America,India,Christopher Walker,Anderson-Lowe,CUST-10961,2025-04-11,2025-01-29,Negotiation,Prospecting
OPP-60536,SR-2050,Brent Flores,Middle East,USA,Daniel Mueller,"Miller, Chapman and Dickerson",CUST-10494,2025-05-13,2025-04-27,Lost,Proposal
OPP-60537,SR-2037,Brandon Bowman,Asia-Pacific,UK,Steven Castillo,Smith and Sons,CUST-10544,2025-08-31,2025-06-11,Negotiation,Proposal
OPP-60538,SR-2048,William Schmitt,Middle East,Germany,Keith Lawrence,Griffith LLC,CUST-10619,2025-04-28,2025-05-17,Lost,Qualification
OPP-60539,SR-2045,Scott Dawson,Latin America,India,Valerie Santiago,"Gonzalez, Matthews and Hunter",CUST-10609,2025-03-10,2025-04-16,Lost,Qualification
OPP-60540,SR-2061,Janet Wilson,Asia-Pacific,Germany,Steven Mason,Alvarez Inc,CUST-10554,2025-06-28,2025-04-12,Negotiation,Qualification
OPP-60541,SR-2040,Diana Higgins,Middle East,USA,Danielle Meyer MD,Harris-Harris,CUST-10652,2025-02-21,2025-06-03,Lost,Negotiation
OPP-60542,SR-2038,Cody Watkins,Middle East,UAE,Jordan Newman,Rivera-Barnes,CUST-10334,2025-07-26,2025-04-12,On Hold,Negotiation
OPP-60543,SR-2007,Ronnie Walker,Asia-Pacific,Brazil,Kaylee Owens,Case and Sons,CUST-10259,2025-07-11,2025-02-20,On Hold,Negotiation
OPP-60544,SR-2079,Daisy Hayes,Latin America,Australia,Kimberly Merritt,"Hardy, Sanchez and Manning",CUST-10366,2025-02-28,2025-01-03,Lost,Prospecting
OPP-60545,SR-2053,Ashley Vance,Asia-Pacific,USA,Larry Holt,Riley-Berry,CUST-10308,2025-05-05,2025-03-13,Won,Negotiation
OPP-60546,SR-2049,Robert Ward,North America,Germany,Timothy Patel,Pennington Inc,CUST-10260,2025-07-24,2025-03-09,Won,Proposal
OPP-60547,SR-2070,Destiny Travis,Asia-Pacific,India,Richard Watson,"Bartlett, Ross and Reynolds",CUST-10304,2025-01-23,2025-01-22,Lost,Qualification
OPP-60548,SR-2092,Patricia Rich,Middle East,USA,Robert Bush,Huff-Smith,CUST-10673,2025-05-11,2025-04-12,Open,Proposal
OPP-60549,SR-2089,Calvin Waters,Middle East,USA,Mallory Macdonald,Morgan-Navarro,CUST-10646,2025-02-09,2025-03-12,Won,Qualification
OPP-60550,SR-2039,Hunter Gilbert,Middle East,India,Jonathan Martin,"Robinson, Gamble and Palmer",CUST-10504,2025-04-03,2025-07-07,Open,Prospecting
OPP-60551,SR-2093,Jordan Young,Middle East,India,Jonathan Spencer,Baker LLC,CUST-10342,2025-04-11,2025-04-01,Lost,Proposal
OPP-60552,SR-2099,Steven Terry,North America,Germany,Russell Roman,Chambers-Arnold,CUST-10451,2025-01-24,2025-02-23,Won,Prospecting
OPP-60553,SR-2023,Shane Hoffman,Middle East,USA,Abigail Brown,"Ross, Doyle and Burton",CUST-10659,2025-08-26,2025-08-27,Won,Negotiation
OPP-60554,SR-2008,Shannon Phillips,Latin America,India,Brittany Bird,Anderson-Gonzales,CUST-10520,2025-07-01,2025-06-04,Won,Prospecting
OPP-60555,SR-2053,Ryan Morgan,North America,Brazil,Aaron Wood,Smith-Morton,CUST-10323,2025-07-13,2025-05-10,Negotiation,Negotiation
OPP-60556,SR-2035,Amanda Smith,Asia-Pacific,UAE,John Bean,Cole PLC,CUST-10878,2025-07-07,2025-02-08,On Hold,Negotiation
OPP-60557,SR-2078,Aaron Hill,North America,UAE,Kristen Henderson,Williams-Cisneros,CUST-10279,2025-06-18,2025-05-03,On Hold,Qualification
OPP-60558,SR-2073,Cindy Mora,Middle East,UAE,Kimberly Boone,Walker and Sons,CUST-10471,2025-01-26,2025-07-19,On Hold,Qualification
OPP-60559,SR-2048,Jason Stephens,Asia-Pacific,India,Sharon Wilson,Dixon-Lewis,CUST-10419,2025-07-26,2025-01-13,Open,Qualification
OPP-60560,SR-2088,Mrs. Jamie Perez DVM,Middle East,Brazil,Caitlin Harrington,Carr-Alvarado,CUST-10810,2025-07-29,2025-02-15,Open,Qualification
OPP-60561,SR-2030,Anna Jones,Latin America,Germany,Whitney Lopez,Johnson-Fitzgerald,CUST-10228,2025-08-19,2025-05-07,Negotiation,Negotiation
OPP-60562,SR-2006,Julie Perry,North America,India,Cassandra Crane,"Shepherd, Martinez and Hernandez",CUST-10181,2025-01-11,2025-02-08,Open,Qualification
OPP-60563,SR-2081,Sean Ramos,North America,UK,Dr. Joshua Hunt,Reynolds-Woods,CUST-10141,2025-08-20,2025-05-26,Negotiation,Qualification
OPP-60564,SR-2032,Monica Reyes,Europe,UAE,Daniel Sherman,Nguyen PLC,CUST-10408,2025-01-16,2025-05-19,Lost,Closed Won
OPP-60565,SR-2075,Jamie Mcguire,North America,India,Melissa Small,Monroe Ltd,CUST-10809,2025-01-07,2025-08-26,Negotiation,Negotiation
OPP-60566,SR-2015,Christina Cook,Asia-Pacific,Australia,Brenda Bruce,Johnson and Sons,CUST-10038,2025-05-19,2025-05-18,Negotiation,Qualification
OPP-60567,SR-2046,Erin Patterson,Latin America,UAE,Laura Merritt,Moore Group,CUST-10731,2025-08-21,2025-07-13,Negotiation,Proposal
OPP-60568,SR-2008,Michele Rose,North America,Brazil,Connie Gonzalez,"Conner, Stone and Lynch",CUST-10992,2025-07-24,2025-06-08,Negotiation,Prospecting
OPP-60569,SR-2043,Kathleen Vasquez,Latin America,UK,Joseph Freeman,Andrade-Moore,CUST-10321,2025-04-10,2025-04-19,Negotiation,Qualification
OPP-60570,SR-2004,Kristen Adams,Latin America,Australia,Thomas Williams,Murray and Sons,CUST-10456,2025-05-20,2025-05-19,Lost,Qualification
OPP-60571,SR-2096,Kimberly Soto,Europe,Brazil,Michael Ford,Adkins PLC,CUST-10376,2025-06-16,2025-07-29,Lost,Negotiation
OPP-60572,SR-2084,Mark Lopez,Latin America,Australia,Kelsey Newton,Clements-Maynard,CUST-10645,2025-02-11,2025-03-22,Negotiation,Closed Won
OPP-60573,SR-2004,Jean Griffin,North America,Germany,Jennifer Thompson,"Gonzales, Allen and Carpenter",CUST-10777,2025-08-08,2025-03-25,Won,Negotiation
OPP-60574,SR-2042,Jeremy Lee,Latin America,Germany,Christopher Michael,French Group,CUST-10946,2025-04-21,2025-04-22,Negotiation,Qualification
OPP-60575,SR-2057,Mary Black,North America,USA,Nicole Valentine,Smith-Morton,CUST-10622,2025-08-21,2025-05-11,On Hold,Prospecting
OPP-60576,SR-2003,Bryan Mcintosh,Middle East,UK,Elizabeth Knight,"Reid, Hamilton and Evans",CUST-10346,2025-08-26,2025-07-24,On Hold,Negotiation
OPP-60577,SR-2094,Jose Walls,North America,UAE,Alison Berry,Gomez-Wallace,CUST-10116,2025-03-16,2025-06-28,Open,Qualification
OPP-60578,SR-2087,Zachary Castillo,Europe,UAE,Tristan Evans,"Gallagher, Daniel and Valenzuela",CUST-10328,2025-01-04,2025-02-07,On Hold,Qualification
OPP-60579,SR-2018,Robert Mata,Europe,Australia,Matthew Solis,Lozano-Smith,CUST-10395,2025-02-08,2025-05-06,On Hold,Prospecting
OPP-60580,SR-2051,Deborah Rogers,Latin America,India,Brian Thompson,Fernandez LLC,CUST-10085,2025-02-27,2025-06-30,Lost,Closed Won
OPP-60581,SR-2012,Brian Gonzales,Middle East,USA,Matthew Black,"Herrera, Morton and Bell",CUST-10665,2025-05-31,2025-01-02,Lost,Closed Won
OPP-60582,SR-2058,Matthew Mills,North America,USA,Andrea Kelly,Hernandez-Tucker,CUST-10539,2025-07-07,2025-01-30,Won,Qualification
OPP-60583,SR-2085,Wendy Burnett,Asia-Pacific,UK,Debra Hayes,"Baker, Ross and Singh",CUST-10838,2025-01-03,2025-04-01,Lost,Closed Won
OPP-60584,SR-2005,Angelica Gallegos,Middle East,UK,Suzanne Davis,Anderson and Sons,CUST-10712,2025-05-05,2025-06-30,On Hold,Negotiation
OPP-60585,SR-2034,Alan Hunt,North America,USA,Morgan Ramirez,Green LLC,CUST-10016,2025-05-02,2025-02-07,Negotiation,Closed Won
OPP-60586,SR-2073,Pamela Smith,Asia-Pacific,Germany,Cory Eaton,"Hess, Moreno and Miller",CUST-10445,2025-01-23,2025-01-10,Negotiation,Prospecting
OPP-60587,SR-2083,Katherine Garcia,North America,Australia,Emma Andrade,Gonzalez Group,CUST-10036,2025-03-18,2025-06-28,Lost,Closed Won
OPP-60588,SR-2049,Ian Franco,Middle East,UAE,Kaitlyn Price,"Campbell, Clark and Reese",CUST-10080,2025-05-26,2025-04-04,Negotiation,Proposal
OPP-60589,SR-2056,Christopher Mason,Asia-Pacific,Germany,Daniel Eaton MD,Weaver PLC,CUST-10820,2025-08-28,2025-06-24,Won,Prospecting
OPP-60590,SR-2065,Jordan Bush,Europe,UK,Terri Carpenter,Chaney-Lozano,CUST-10401,2025-02-08,2025-08-05,Lost,Prospecting
OPP-60591,SR-2058,Christopher Massey,Asia-Pacific,UK,Samantha Cole,"Hampton, Mcclain and Arroyo",CUST-10485,2025-05-22,2025-02-02,On Hold,Proposal
OPP-60592,SR-2008,Marie Reynolds,Middle East,UAE,Lauren Gonzalez,Harris-Walsh,CUST-10376,2025-06-26,2025-01-19,Lost,Closed Won
OPP-60593,SR-2049,Tyler Garcia,Middle East,USA,Jill Allen,Garrett-Harrell,CUST-10952,2025-04-06,2025-05-15,Won,Proposal
OPP-60594,SR-2006,Kristy Gonzalez,Europe,Australia,Edward Diaz,"Anderson, Herrera and Welch",CUST-10009,2025-04-26,2025-03-11,Lost,Prospecting
OPP-60595,SR-2054,Frank Clayton,Latin America,Australia,Lori Perez,Watkins-Freeman,CUST-10988,2025-02-02,2025-01-12,On Hold,Negotiation
OPP-60596,SR-2042,Allison Lowery,North America,Brazil,Melissa Hill,Johnson PLC,CUST-10324,2025-07-31,2025-07-02,On Hold,Qualification
OPP-60597,SR-2099,Robin Collins,Middle East,Brazil,Jay Jacobs,Rodriguez Group,CUST-10572,2025-07-26,2025-08-31,On Hold,Prospecting
OPP-60598,SR-2003,Catherine Alexander,Middle East,Germany,Sarah Berger,Foster-Blair,CUST-10994,2025-04-08,2025-05-16,On Hold,Prospecting
OPP-60599,SR-2057,Caleb Cooper,Europe,Brazil,Jeffery Hardin,Kennedy-Campbell,CUST-10438,2025-07-15,2025-08-25,Lost,Qualification
OPP-60600,SR-2007,Rebecca Brown,Europe,USA,Amanda Davis,Jones-Rios,CUST-10027,2025-03-18,2025-02-23,Won,Negotiation
OPP-60601,SR-2071,Andrea Lang,Asia-Pacific,India,Nathaniel Johnson,"Lopez, Snyder and Kaufman",CUST-10478,2025-03-22,2025-06-01,Negotiation,Proposal
OPP-60602,SR-2016,Taylor Barrett,Latin America,Australia,Sara Coleman,Diaz-Atkinson,CUST-10276,2025-04-21,2025-03-02,Negotiation,Proposal
OPP-60603,SR-2007,Katie Kirk,Latin America,UK,Bradley Kelley,Hinton-Dixon,CUST-10660,2025-08-27,2025-06-01,Open,Negotiation
OPP-60604,SR-2023,Sarah Parsons,Asia-Pacific,Germany,Kimberly Cox,Smith and Sons,CUST-10323,2025-05-04,2025-03-03,Lost,Prospecting
OPP-60605,SR-2097,Matthew Walker,Latin America,Brazil,Christine Gomez,"Evans, Williams and Simpson",CUST-10407,2025-06-12,2025-02-21,Open,Proposal
OPP-60606,SR-2057,Heather Thornton,Middle East,USA,Jacob Ortiz,"Thomas, Smith and Cook",CUST-10636,2025-02-21,2025-08-02,Open,Qualification
OPP-60607,SR-2050,Shannon Brown,Asia-Pacific,USA,Anthony Peters,"Meyers, King and Munoz",CUST-10604,2025-03-15,2025-07-12,Lost,Closed Won
OPP-60608,SR-2058,Julie Frazier,Europe,Brazil,Larry Larsen,Bryant-Wang,CUST-10235,2025-02-17,2025-01-06,Lost,Closed Won
OPP-60609,SR-2026,Jose Bush,Asia-Pacific,Brazil,Michael Brown,"Hess, Moreno and Miller",CUST-10452,2025-05-13,2025-04-18,On Hold,Prospecting
OPP-60610,SR-2073,Ian Heath,North America,India,Rachel Jones MD,Carter and Sons,CUST-10268,2025-06-18,2025-03-15,On Hold,Prospecting
OPP-60611,SR-2079,Christopher James,North America,UK,Stephen Miller,Taylor-White,CUST-10107,2025-07-31,2025-07-24,Negotiation,Negotiation
OPP-60612,SR-2020,Zachary Thompson,Latin America,USA,Rebecca Chavez,Houston-Barnes,CUST-10823,2025-05-23,2025-04-15,Open,Negotiation
OPP-60613,SR-2092,Trevor Jones,Latin America,UK,Travis Morgan,Deleon Group,CUST-10679,2025-05-13,2025-04-12,Negotiation,Prospecting
OPP-60614,SR-2012,Sylvia Norman,Asia-Pacific,India,Vanessa Reyes MD,Smith-Morton,CUST-10915,2025-06-02,2025-01-24,Won,Proposal
OPP-60615,SR-2054,Christy Payne,Latin America,UAE,Ashley George,"Simpson, Elliott and Wolfe",CUST-10471,2025-01-20,2025-06-11,Negotiation,Prospecting
OPP-60616,SR-2083,Emma Harris,Asia-Pacific,UK,Mark Moss,"Mcclain, Roberts and Wright",CUST-10162,2025-06-01,2025-02-15,Won,Negotiation
OPP-60617,SR-2018,Casey Cervantes,Asia-Pacific,UK,Suzanne Johnson,Chang-Chen,CUST-10820,2025-07-31,2025-06-29,Lost,Negotiation
OPP-60618,SR-2078,Thomas Ramirez,Middle East,Brazil,James Potts,Morris PLC,CUST-10511,2025-01-30,2025-02-06,Open,Proposal
OPP-60619,SR-2031,Brandon Pitts,Europe,Australia,Jonathan White,"Pruitt, Jones and Michael",CUST-10574,2025-03-08,2025-01-21,Open,Negotiation
OPP-60620,SR-2054,John Lewis,Middle East,UK,Carlos Ruiz,"Moore, Hansen and Lewis",CUST-10432,2025-05-25,2025-05-06,On Hold,Closed Won
OPP-60621,SR-2023,Lori Evans,North America,Australia,Hannah Aguilar,"Miranda, Martin and Erickson",CUST-10240,2025-06-03,2025-04-19,Lost,Closed Won
OPP-60622,SR-2053,Joyce Rodriguez,Latin America,UK,Jeffrey Brown,"Jones, Holloway and Chan",CUST-10768,2025-03-20,2025-02-23,Won,Proposal
OPP-60623,SR-2095,Nicole Watts,Asia-Pacific,UK,Pamela Galvan,"Hughes, Fitzgerald and Scott",CUST-10244,2025-08-13,2025-03-03,Negotiation,Proposal
OPP-60624,SR-2023,Brittany Ramsey,Europe,Australia,Matthew Jackson,Long-Johnson,CUST-10048,2025-03-06,2025-05-28,Lost,Proposal
OPP-60625,SR-2071,Zachary Martinez,Middle East,UK,Erin Davis,Arroyo PLC,CUST-10702,2025-06-20,2025-07-27,Open,Prospecting
OPP-60626,SR-2091,Linda Chung,Europe,Brazil,Thomas Yang,Edwards-Jordan,CUST-10356,2025-08-29,2025-04-28,Lost,Negotiation
OPP-60627,SR-2025,Richard Collier,Europe,USA,Joe Foster,Mason-Curry,CUST-10070,2025-01-04,2025-04-05,Open,Proposal
OPP-60628,SR-2033,Krista Guerra,Latin America,India,Ronald Reed,Gutierrez LLC,CUST-10573,2025-05-30,2025-02-21,Won,Prospecting
OPP-60629,SR-2099,Jeremy Osborne,North America,India,Brian Fox,Peters-Garrett,CUST-10693,2025-06-08,2025-08-24,On Hold,Prospecting
OPP-60630,SR-2012,Laura Brown,Latin America,UK,Jessica Castillo,"Cooper, Swanson and Pierce",CUST-10553,2025-05-22,2025-02-08,Negotiation,Closed Won
OPP-60631,SR-2083,Robert Cooley,Asia-Pacific,UAE,Ryan Larsen,"Sanchez, Price and Johnston",CUST-10836,2025-08-30,2025-01-30,Lost,Prospecting
OPP-60632,SR-2003,Mariah Morales,North America,Brazil,Jon Crane,Clark Group,CUST-10900,2025-02-01,2025-01-03,Negotiation,Prospecting
OPP-60633,SR-2039,Lori Alexander,Europe,India,Joshua Moore,"Baldwin, Smith and Miller",CUST-10642,2025-04-28,2025-02-26,Open,Negotiation
OPP-60634,SR-2060,Cassandra Gibson,Latin America,Germany,Jordan Cruz,Greene Group,CUST-10527,2025-02-27,2025-04-06,Won,Prospecting
OPP-60635,SR-2032,Michelle York,Latin America,UK,Robert Abbott,"Gardner, Romero and Kemp",CUST-10008,2025-02-10,2025-04-13,Negotiation,Proposal
OPP-60636,SR-2006,James Ali,North America,Australia,James Smith,"Richardson, Smith and Rodriguez",CUST-10865,2025-01-19,2025-06-01,Negotiation,Prospecting
OPP-60637,SR-2096,Glenda Cervantes,Middle East,UAE,Joel Green,"Leblanc, Thompson and Sullivan",CUST-10648,2025-06-16,2025-04-01,Lost,Proposal
OPP-60638,SR-2077,Laurie Patton,Middle East,Australia,Jordan Summers,Cline-Cook,CUST-10135,2025-06-07,2025-02-25,On Hold,Qualification
OPP-60639,SR-2001,Stephen Wells,Middle East,UK,Chris Mason,Bowman-Sanders,CUST-10523,2025-04-26,2025-03-13,Open,Closed Won
OPP-60640,SR-2036,Douglas Flores,Middle East,Australia,Brent Davis,Anderson-Moss,CUST-10367,2025-03-10,2025-08-23,Lost,Negotiation
OPP-60641,SR-2069,Manuel Griffith,Europe,India,Eric Rivera,Kelly PLC,CUST-10265,2025-02-24,2025-04-11,On Hold,Prospecting
OPP-60642,SR-2047,Melanie Richard,Latin America,USA,Julia Yang,"Clark, Lozano and Jimenez",CUST-10145,2025-02-28,2025-01-29,On Hold,Proposal
OPP-60643,SR-2008,Joseph Edwards,Latin America,Germany,Karen Day,Griffith LLC,CUST-10268,2025-07-10,2025-01-26,On Hold,Qualification
OPP-60644,SR-2011,David Harvey,North America,India,Robin Phelps,Ibarra-Adams,CUST-10754,2025-06-05,2025-03-20,Negotiation,Prospecting
OPP-60645,SR-2051,James Thompson,Latin America,USA,Dennis Hobbs,Mcmahon-Smith,CUST-10682,2025-04-08,2025-04-26,On Hold,Closed Won
OPP-60646,SR-2019,Michael Alvarez,Latin America,Australia,Katherine Ford,Johnson PLC,CUST-10853,2025-06-09,2025-04-18,Negotiation,Prospecting
OPP-60647,SR-2089,James Watson,Asia-Pacific,Brazil,Regina George,"Kelly, Yu and Juarez",CUST-10515,2025-06-16,2025-02-25,Open,Qualification
OPP-60648,SR-2062,Rachel Williams,Asia-Pacific,UAE,Wayne Marsh,Choi Ltd,CUST-10136,2025-02-21,2025-06-22,Negotiation,Prospecting
OPP-60649,SR-2041,Casey Wells,Asia-Pacific,Germany,Matthew Burton,Waters Group,CUST-10793,2025-08-22,2025-07-25,Won,Qualification
OPP-60650,SR-2052,Miss Carol Harrison,Middle East,USA,Robert Kirk,Haas-Morgan,CUST-10418,2025-06-15,2025-01-21,Won,Prospecting
OPP-60651,SR-2065,Alison Jones,Latin America,Germany,Kristen Martin,Haas-Morgan,CUST-10067,2025-05-03,2025-07-25,Lost,Proposal
OPP-60652,SR-2005,Randy Curry,Latin America,India,Courtney Rivera,"Nichols, Chapman and Smith",CUST-10978,2025-05-18,2025-05-11,Won,Closed Won
OPP-60653,SR-2022,Katrina Craig,Latin America,UAE,Shelly Allen,Suarez LLC,CUST-10772,2025-06-15,2025-08-22,On Hold,Closed Won
OPP-60654,SR-2084,Richard Charles,Latin America,India,Dr. Melissa Fritz MD,Flowers-Vasquez,CUST-10983,2025-05-07,2025-03-07,On Hold,Qualification
OPP-60655,SR-2085,Leah Smith,Asia-Pacific,Brazil,Nicholas Carr,Pierce Inc,CUST-10189,2025-05-23,2025-08-14,On Hold,Qualification
OPP-60656,SR-2036,David Simmons,Latin America,India,Michele Grimes,Reid-Bowman,CUST-10666,2025-07-31,2025-04-15,Negotiation,Negotiation
OPP-60657,SR-2050,Veronica Willis,Europe,Brazil,Patrick Gould,Martin Inc,CUST-10875,2025-02-27,2025-03-22,On Hold,Closed Won
OPP-60658,SR-2007,Phillip Davis,North America,UAE,Jose Branch,Lee-Ashley,CUST-10193,2025-04-07,2025-07-03,Lost,Qualification
OPP-60659,SR-2060,Jerry Petty,Europe,Germany,Mr. Brandon Adams DDS,Cooke-Mccarty,CUST-10959,2025-02-17,2025-07-25,Won,Qualification
OPP-60660,SR-2074,Deborah Hill,North America,UAE,Larry Washington,Phillips Group,CUST-10678,2025-08-09,2025-06-25,Negotiation,Negotiation
OPP-60661,SR-2028,Thomas Owens,Europe,USA,Christopher Ortiz,"Esparza, Peterson and Campbell",CUST-10386,2025-05-26,2025-01-05,Won,Prospecting
OPP-60662,SR-2018,Jonathan Harrison,North America,USA,Annette Tucker,Chung-Harrington,CUST-10613,2025-06-08,2025-01-02,Won,Proposal
OPP-60663,SR-2059,Caitlin Roberts,Europe,Brazil,David Walker,Dominguez-Farrell,CUST-10456,2025-08-01,2025-08-05,Won,Negotiation
OPP-60664,SR-2028,Mr. Philip Lewis,North America,Australia,Doris Miller,Williams-Cisneros,CUST-10103,2025-05-02,2025-04-11,Lost,Closed Won
OPP-60665,SR-2002,Zachary Arnold,North America,UK,Laurie Guzman,Norman Inc,CUST-10137,2025-07-22,2025-07-07,Negotiation,Proposal
OPP-60666,SR-2005,Juan Wyatt,North America,Brazil,Ashley Taylor,"Carter, Hughes and Brooks",CUST-10359,2025-02-25,2025-01-19,Negotiation,Proposal
OPP-60667,SR-2088,Evelyn Taylor,Europe,Germany,Pamela Morgan,Taylor Inc,CUST-10881,2025-03-03,2025-02-12,Won,Negotiation
OPP-60668,SR-2062,George Hutchinson,North America,Germany,Randy Day,Johnson and Sons,CUST-10552,2025-01-04,2025-02-23,Open,Closed Won
OPP-60669,SR-2007,Heather Evans,Middle East,Germany,Jennifer Lee,"Kim, Buckley and Espinoza",CUST-10452,2025-04-28,2025-04-16,Open,Qualification
OPP-60670,SR-2064,Katie Garcia,Europe,Brazil,Jenny Norris,"Hobbs, Carlson and Hughes",CUST-10918,2025-01-28,2025-01-05,Won,Qualification
OPP-60671,SR-2007,Cameron Thomas,Asia-Pacific,Brazil,Sarah Miller,Smith Inc,CUST-10256,2025-01-25,2025-02-27,Lost,Prospecting
OPP-60672,SR-2008,Jennifer Page,Europe,Australia,William Keith,Molina Ltd,CUST-10421,2025-04-23,2025-02-26,Open,Prospecting
OPP-60673,SR-2083,Sean Hayes,Latin America,USA,Melissa Davidson,Myers-Smith,CUST-10340,2025-08-29,2025-05-05,On Hold,Proposal
OPP-60674,SR-2027,Brian Gonzalez,North America,Brazil,Debra Bush,Price and Sons,CUST-10199,2025-06-27,2025-06-09,On Hold,Negotiation
OPP-60675,SR-2023,Cynthia Foley,Middle East,UK,Rebecca Reed,Reynolds-Woods,CUST-10600,2025-03-11,2025-05-20,Open,Prospecting
OPP-60676,SR-2060,Michael Powell,North America,Brazil,Russell Martinez,Watkins LLC,CUST-10576,2025-08-07,2025-05-25,Open,Qualification
OPP-60677,SR-2006,Amy Brown,North America,UAE,Nathan Fowler,"Jackson, Krueger and Lee",CUST-10431,2025-06-04,2025-05-09,On Hold,Negotiation
OPP-60678,SR-2004,David Ramirez,Latin America,Germany,Cynthia Wheeler,Arroyo PLC,CUST-10587,2025-03-20,2025-05-22,Open,Prospecting
OPP-60679,SR-2094,Christopher Vega,North America,Brazil,Tyler Hansen,Cunningham PLC,CUST-10191,2025-02-07,2025-07-07,Lost,Qualification
OPP-60680,SR-2093,Sara Parker,Asia-Pacific,UK,Cynthia Jackson,Dorsey-Edwards,CUST-10442,2025-07-28,2025-08-29,Negotiation,Prospecting
OPP-60681,SR-2064,Jacob Robinson,Asia-Pacific,Germany,Robert Burnett,Williams-Wolf,CUST-10560,2025-08-02,2025-01-08,Negotiation,Prospecting
OPP-60682,SR-2077,Harold Lam,North America,India,Caleb Kaiser,Douglas PLC,CUST-10641,2025-08-26,2025-01-08,Open,Qualification
OPP-60683,SR-2008,Carol Bowen,North America,UAE,Jessica Garcia,"Erickson, Jones and Reyes",CUST-10168,2025-01-02,2025-06-18,On Hold,Prospecting
OPP-60684,SR-2045,April Garrett,Latin America,India,Mrs. Brittany Cowan,Scott LLC,CUST-10238,2025-08-19,2025-03-21,Won,Proposal
OPP-60685,SR-2051,Anita Davis,Middle East,Germany,Dr. Lori Moore MD,Anderson Ltd,CUST-10828,2025-05-20,2025-08-22,Won,Proposal
OPP-60686,SR-2057,Jonathan Carr,Europe,Australia,Richard Carroll,Hamilton LLC,CUST-10955,2025-01-06,2025-01-30,Negotiation,Negotiation
OPP-60687,SR-2036,Craig Young,North America,Brazil,Laura Aguirre,"James, Macias and Schneider",CUST-10374,2025-05-20,2025-08-07,Open,Qualification
OPP-60688,SR-2065,Tamara Cruz,Latin America,India,Susan Collier,"Howard, Morris and Patterson",CUST-10758,2025-08-12,2025-05-31,Negotiation,Closed Won
OPP-60689,SR-2069,Lisa Love,Middle East,Brazil,Connor Kim,Solis Inc,CUST-10113,2025-07-08,2025-02-24,Negotiation,Qualification
OPP-60690,SR-2050,Jason Gardner,North America,Australia,Brenda Quinn,Myers LLC,CUST-10901,2025-04-22,2025-02-06,Negotiation,Qualification
OPP-60691,SR-2067,Richard Potter,Asia-Pacific,Brazil,David Ponce,James Group,CUST-10897,2025-01-13,2025-04-21,Lost,Proposal
OPP-60692,SR-2058,Brent Hunter,Europe,USA,Vicki Hughes,"Duncan, Powers and Thompson",CUST-10543,2025-05-27,2025-07-05,Won,Proposal
OPP-60693,SR-2049,Derek Hahn,North America,UAE,Kenneth Hood,Castro LLC,CUST-10380,2025-02-01,2025-02-21,Negotiation,Qualification
OPP-60694,SR-2083,Marissa Garza,Latin America,Brazil,Spencer Potter,"Erickson, Jones and Reyes",CUST-10014,2025-04-23,2025-01-15,Lost,Proposal
