Expense ID,Expense Type,Expense Date,Cost / Expense ($),Contact ID,Contact Name,Customer Name,Department,Payment Method,Invoice Number,Approval Status
EXP-50595,Office Supplies,2025-02-22,12441,CUST-10505,Anthony Jimenez,James-Carter,Operations,Direct Debit,INV-90595,Rejected
EXP-50596,Marketing,2025-03-15,4260,CUST-10765,Brandy Lopez,Johnson PLC,Sales,PayPal,INV-90596,Pending
EXP-50597,Software Subscription,2025-04-16,10505,CUST-10902,Justin Tucker,Silva PLC,Sales,Bank Transfer,INV-90597,Pending
EXP-50598,Travel,2025-08-29,19340,CUST-10971,Julie Ayala,"Morrison, Brown and Wilson",Marketing,PayPal,INV-90598,Rejected
EXP-50599,Software Subscription,2025-05-20,15348,CUST-10176,Matthew Mitchell,Gibson Group,Operations,Cheque,INV-90599,Pending
EXP-50600,Event Sponsorship,2025-07-09,18264,CUST-10834,Ann Jensen,"Hamilton, Wilson and Colon",Finance,Bank Transfer,INV-90600,Rejected
EXP-50601,Software Subscription,2025-02-07,19360,CUST-10050,Leonard Fields,Mckenzie-Schroeder,Sales,Bank Transfer,INV-90601,Pending
EXP-50602,Travel,2025-01-03,16169,CUST-10291,Stephanie Stuart,"Lopez, Snyder and Kaufman",Sales,Direct Debit,INV-90602,Rejected
EXP-50603,Office Supplies,2025-02-06,17942,CUST-10598,Jessica Cruz,Buckley LLC,IT,Credit Card,INV-90603,Pending
EXP-50604,Marketing,2025-06-11,16967,CUST-10179,Gregory Barrett,"Martinez, Carpenter and Green",IT,PayPal,INV-90604,Rejected
EXP-50605,Software Subscription,2025-02-08,17607,CUST-10094,Michael Perez,"Flores, Wallace and Garza",Operations,Credit Card,INV-90605,Approved
EXP-50606,Event Sponsorship,2025-05-21,14276,CUST-10784,Melissa Carter,"May, Molina and Ramirez",Sales,Bank Transfer,INV-90606,Approved
EXP-50607,Event Sponsorship,2025-02-18,354,CUST-10541,Ernest Brooks,"Rivera, Mclaughlin and Wilson",Finance,PayPal,INV-90607,Approved
EXP-50608,Software Subscription,2025-01-20,6653,CUST-10805,Amy Casey,Moore-Evans,IT,Credit Card,INV-90608,Approved
EXP-50609,Software Subscription,2025-05-20,16203,CUST-10852,Matthew Marquez,Caldwell Ltd,Finance,Direct Debit,INV-90609,Approved
EXP-50610,Office Supplies,2025-06-07,3338,CUST-10857,Rachael Frank,"Padilla, Spears and Baker",Sales,Cheque,INV-90610,Approved
EXP-50611,Event Sponsorship,2025-08-16,5866,CUST-10004,John Fernandez,Freeman-Hunt,Finance,PayPal,INV-90611,Pending
EXP-50612,Marketing,2025-01-30,19183,CUST-10627,Tyler Nichols,Moore-Evans,IT,Cheque,INV-90612,Rejected
EXP-50613,Software Subscription,2025-03-10,10388,CUST-10072,Jessica Clark,Lane-Garner,Operations,Credit Card,INV-90613,Pending
EXP-50614,Travel,2025-07-09,17312,CUST-10621,Anthony Long,"Hamilton, Wilson and Colon",IT,Direct Debit,INV-90614,Pending
EXP-50615,Software Subscription,2025-03-03,16362,CUST-10956,Christopher Fuller,Rogers and Sons,Finance,Cheque,INV-90615,Pending
EXP-50616,Marketing,2025-01-23,6545,CUST-10322,Timothy French,Bennett-Vasquez,Sales,Bank Transfer,INV-90616,Rejected
EXP-50617,Marketing,2025-01-23,14611,CUST-10991,Richard Mitchell,"Reid, Hamilton and Evans",Marketing,Direct Debit,INV-90617,Rejected
EXP-50618,Travel,2025-07-09,5185,CUST-10926,Rhonda Washington,Calderon-Bailey,Sales,Direct Debit,INV-90618,Rejected
EXP-50619,Marketing,2025-04-07,8523,CUST-10801,Shawn Sims,Fox Group,Marketing,PayPal,INV-90619,Pending
EXP-50620,Travel,2025-06-17,16428,CUST-10375,Gloria Wilson,Taylor and Sons,Marketing,Bank Transfer,INV-90620,Rejected
EXP-50621,Travel,2025-07-19,7911,CUST-10397,Donald Hernandez,Taylor-Hamilton,IT,PayPal,INV-90621,Pending
EXP-50622,Travel,2025-07-13,18480,CUST-10382,John Garza,Brennan-Hill,Marketing,PayPal,INV-90622,Approved
EXP-50623,Travel,2025-07-26,17449,CUST-10112,Glenda Perez,Garcia-Anderson,IT,Cheque,INV-90623,Pending
EXP-50624,Software Subscription,2025-02-05,3208,CUST-10815,Brian Jones,"Strickland, Johnson and Castillo",IT,Bank Transfer,INV-90624,Pending
EXP-50625,Software Subscription,2025-05-24,10722,CUST-10867,Timothy Mcdonald,Bryant-Lawson,Sales,Cheque,INV-90625,Pending
EXP-50626,Travel,2025-05-05,11067,CUST-10694,Laura Hurst,Warren and Sons,Marketing,Direct Debit,INV-90626,Pending
EXP-50627,Travel,2025-07-25,7559,CUST-10212,Seth Little,"Gutierrez, Myers and Davis",Marketing,PayPal,INV-90627,Approved
EXP-50628,Software Subscription,2025-06-04,18916,CUST-10395,Taylor Brown,Rose-Tran,IT,Bank Transfer,INV-90628,Rejected
EXP-50629,Software Subscription,2025-07-15,19502,CUST-10488,Miss Mariah Stark DDS,Cunningham PLC,Finance,Cheque,INV-90629,Pending
EXP-50630,Software Subscription,2025-04-06,19309,CUST-10973,Andrea Owens,Morris-Murphy,Sales,Direct Debit,INV-90630,Rejected
EXP-50631,Office Supplies,2025-03-28,12886,CUST-10078,Janice Weaver,"Martinez, Carpenter and Green",Marketing,Cheque,INV-90631,Pending
EXP-50632,Office Supplies,2025-08-08,2892,CUST-10722,Michael Bowman,Mcdaniel Inc,Operations,PayPal,INV-90632,Approved
EXP-50633,Software Subscription,2025-02-28,14576,CUST-10385,Allison Collins,"Mcclain, Roberts and Wright",IT,PayPal,INV-90633,Rejected
EXP-50634,Event Sponsorship,2025-01-24,19260,CUST-10149,Jennifer Schroeder,Cruz PLC,Sales,PayPal,INV-90634,Rejected
EXP-50635,Marketing,2025-08-08,7004,CUST-10888,Heidi Campos,Harris-Brown,Marketing,PayPal,INV-90635,Approved
EXP-50636,Software Subscription,2025-08-10,11331,CUST-10614,Jessica Hansen MD,Wilkins-Pham,Sales,PayPal,INV-90636,Approved
EXP-50637,Event Sponsorship,2025-01-26,8952,CUST-10613,James Ruiz,"Ashley, Garrett and Morrison",Sales,Bank Transfer,INV-90637,Pending
EXP-50638,Marketing,2025-04-21,13942,CUST-10706,Robin Ray,Clark Group,Finance,Credit Card,INV-90638,Approved
EXP-50639,Marketing,2025-05-23,9220,CUST-10925,Tammy Pineda,Wilson PLC,Finance,Direct Debit,INV-90639,Approved
EXP-50640,Office Supplies,2025-08-11,12859,CUST-10986,Mrs. Heather Fowler,"Chung, Velez and Hall",Sales,Bank Transfer,INV-90640,Pending
EXP-50641,Marketing,2025-04-28,2542,CUST-10204,Cathy Hoover,Trujillo-Daniel,Operations,Cheque,INV-90641,Approved
EXP-50642,Event Sponsorship,2025-07-08,19234,CUST-10810,Phillip Brown,Bautista Ltd,Finance,Bank Transfer,INV-90642,Pending
EXP-50643,Travel,2025-04-04,18706,CUST-10672,Kelly Williams,Underwood Group,Marketing,Bank Transfer,INV-90643,Rejected
EXP-50644,Marketing,2025-03-21,19442,CUST-10280,Sharon Clark,Cantrell-Martinez,Marketing,Cheque,INV-90644,Approved
EXP-50645,Event Sponsorship,2025-05-22,2766,CUST-10309,Bonnie Harrison,"Glover, Jackson and Meyer",Operations,PayPal,INV-90645,Pending
EXP-50646,Event Sponsorship,2025-06-12,18481,CUST-10245,Edward Phillips,"Matthews, Bradley and Brady",Finance,Bank Transfer,INV-90646,Pending
EXP-50647,Travel,2025-07-12,14511,CUST-10052,Alyssa Howard,Lewis-Anderson,Sales,Direct Debit,INV-90647,Rejected
EXP-50648,Event Sponsorship,2025-06-12,11056,CUST-10553,Chloe Larsen,Williams-Alexander,Sales,Direct Debit,INV-90648,Pending
EXP-50649,Event Sponsorship,2025-05-07,10429,CUST-10937,Paul Nunez,"Pruitt, Johnson and Hoffman",Operations,Bank Transfer,INV-90649,Approved
EXP-50650,Marketing,2025-05-07,548,CUST-10866,Tina Shelton,Christensen-Fisher,Operations,PayPal,INV-90650,Approved
EXP-50651,Marketing,2025-01-11,1871,CUST-10477,Alexis Curry,Johnson and Sons,Operations,Bank Transfer,INV-90651,Rejected
EXP-50652,Office Supplies,2025-07-23,9502,CUST-10660,April Hernandez,Morrison-Moore,Finance,Credit Card,INV-90652,Pending
EXP-50653,Software Subscription,2025-03-22,281,CUST-10239,Clayton Carlson,Rivas-Perkins,Marketing,Bank Transfer,INV-90653,Pending
EXP-50654,Software Subscription,2025-07-12,3956,CUST-10434,Tiffany Garcia,Logan-Smith,Sales,Credit Card,INV-90654,Rejected
EXP-50655,Event Sponsorship,2025-04-30,12716,CUST-10477,Donald Martinez,Watkins-Freeman,Marketing,Credit Card,INV-90655,Approved
EXP-50656,Software Subscription,2025-05-10,160,CUST-10603,Brian Cox,Simpson PLC,Marketing,PayPal,INV-90656,Pending
EXP-50657,Office Supplies,2025-01-16,2203,CUST-10164,Leah Krause,Porter-Johnson,IT,Cheque,INV-90657,Rejected
EXP-50658,Marketing,2025-03-02,11725,CUST-10797,Chelsea Kemp,Case and Sons,Finance,Credit Card,INV-90658,Approved
EXP-50659,Marketing,2025-01-17,5341,CUST-10915,Cheryl Rodriguez,Gomez-Wallace,Marketing,Direct Debit,INV-90659,Approved
EXP-50660,Event Sponsorship,2025-02-28,19808,CUST-10244,William Barber,Johns Group,Operations,PayPal,INV-90660,Pending
EXP-50661,Software Subscription,2025-05-21,4162,CUST-10106,Pamela Smith,Brown-Lowe,Marketing,Direct Debit,INV-90661,Rejected
EXP-50662,Office Supplies,2025-04-18,14431,CUST-10219,Daniel Phillips,"Benson, Bright and Sandoval",Finance,Credit Card,INV-90662,Rejected
EXP-50663,Office Supplies,2025-04-16,2705,CUST-10912,Michael Frost,Black Ltd,Finance,Bank Transfer,INV-90663,Rejected
EXP-50664,Software Subscription,2025-07-08,9341,CUST-10785,Michele Garcia,"Cox, Bradford and Trevino",Operations,Bank Transfer,INV-90664,Pending
EXP-50665,Software Subscription,2025-06-14,17686,CUST-10742,Cheryl Hines,Goodwin-Fowler,Marketing,Credit Card,INV-90665,Rejected
EXP-50666,Software Subscription,2025-02-11,10934,CUST-10392,Elizabeth Cardenas,Jackson Inc,IT,PayPal,INV-90666,Approved
EXP-50667,Software Subscription,2025-03-20,6975,CUST-10646,James Irwin,Underwood Group,Finance,Cheque,INV-90667,Rejected
EXP-50668,Travel,2025-04-12,13765,CUST-10815,Jennifer Hall,Taylor Group,Marketing,Cheque,INV-90668,Approved
EXP-50669,Travel,2025-01-30,19621,CUST-10017,Katie Franklin,Logan-Smith,Operations,PayPal,INV-90669,Pending
EXP-50670,Event Sponsorship,2025-07-09,8095,CUST-10256,Stephanie Petty,Santos Group,Finance,Direct Debit,INV-90670,Pending
EXP-50671,Marketing,2025-03-20,19956,CUST-10261,James Harmon,Wells LLC,IT,Cheque,INV-90671,Rejected
EXP-50672,Office Supplies,2025-04-18,2309,CUST-10244,Terry Diaz,Gibson Group,IT,Cheque,INV-90672,Approved
EXP-50673,Event Sponsorship,2025-06-17,810,CUST-10756,Mary Parsons,"Keith, Cisneros and Hendricks",Marketing,Cheque,INV-90673,Pending
EXP-50674,Software Subscription,2025-04-26,8374,CUST-10428,Wesley Owens,"Solis, Brown and Campbell",IT,Direct Debit,INV-90674,Approved
EXP-50675,Marketing,2025-04-12,14941,CUST-10928,Jacob Smith,"Moore, Hansen and Lewis",Operations,Credit Card,INV-90675,Rejected
EXP-50676,Marketing,2025-08-07,12433,CUST-10719,Molly Garcia,Edwards-Stanley,Operations,Direct Debit,INV-90676,Approved
EXP-50677,Office Supplies,2025-04-13,4345,CUST-10414,Billy James,Sandoval Group,Operations,Direct Debit,INV-90677,Approved
EXP-50678,Event Sponsorship,2025-04-06,3959,CUST-10056,Jennifer Hansen MD,Robinson PLC,IT,Cheque,INV-90678,Pending
EXP-50679,Software Subscription,2025-05-22,10327,CUST-10433,Heidi Brooks,Robinson-Medina,IT,Bank Transfer,INV-90679,Approved
EXP-50680,Software Subscription,2025-06-27,8006,CUST-10614,Nancy Dorsey,Edwards-Day,Operations,Direct Debit,INV-90680,Pending
EXP-50681,Marketing,2025-03-27,9038,CUST-10001,Brandi Daniels,"Evans, Williams and Simpson",Operations,Credit Card,INV-90681,Pending
EXP-50682,Office Supplies,2025-08-24,10980,CUST-10847,Jessica Ortiz,Villegas LLC,Operations,Bank Transfer,INV-90682,Rejected
EXP-50683,Software Subscription,2025-06-03,5909,CUST-10330,Harold Carson,Kennedy-Campbell,IT,PayPal,INV-90683,Rejected
EXP-50684,Software Subscription,2025-07-23,14759,CUST-10473,Jason Perez,"Weber, Lynch and Little",Operations,Direct Debit,INV-90684,Approved
EXP-50685,Travel,2025-08-16,8778,CUST-10020,Shelley Wilson,Conner Inc,Finance,Bank Transfer,INV-90685,Rejected
EXP-50686,Event Sponsorship,2025-03-15,8876,CUST-10505,Daniel Wright,"Blackwell, Odonnell and Mcdowell",Sales,Bank Transfer,INV-90686,Approved
EXP-50687,Travel,2025-01-09,9113,CUST-10514,Lauren Petersen,"Anderson, Herrera and Welch",Marketing,PayPal,INV-90687,Approved
EXP-50688,Marketing,2025-04-21,2386,CUST-10740,Jennifer Hall,Robinson-Warner,IT,Cheque,INV-90688,Rejected
EXP-50689,Travel,2025-03-20,16805,CUST-10132,Kaylee Russell,Walker-Torres,Sales,PayPal,INV-90689,Pending
EXP-50690,Travel,2025-08-12,17794,CUST-10510,Amanda Johnson,Taylor Ltd,Sales,Bank Transfer,INV-90690,Pending
EXP-50691,Office Supplies,2025-08-17,16591,CUST-10122,Alan Thomas,Anderson-Lowe,Marketing,Direct Debit,INV-90691,Rejected
EXP-50692,Event Sponsorship,2025-07-15,19355,CUST-10875,Michael Fuller,"Pierce, Avila and Waller",Finance,PayPal,INV-90692,Pending
EXP-50693,Marketing,2025-08-04,2193,CUST-10304,Jim Anderson,Long-Johnson,IT,Cheque,INV-90693,Pending
EXP-50694,Marketing,2025-01-07,19901,CUST-10105,Kelsey Martinez,Hood Inc,Finance,PayPal,INV-90694,Rejected
EXP-50695,Event Sponsorship,2025-01-13,11267,CUST-10852,Kimberly Gonzalez,"Murphy, Thompson and Reese",Finance,Direct Debit,INV-90695,Approved
EXP-50696,Marketing,2025-03-17,19198,CUST-10182,Roberto Erickson III,"Perez, Mccoy and Ramirez",Operations,Direct Debit,INV-90696,Approved
EXP-50697,Marketing,2025-07-05,6296,CUST-10563,Ryan Macias,Walker-Gonzalez,IT,Bank Transfer,INV-90697,Approved
EXP-50698,Marketing,2025-03-20,6692,CUST-10204,Danny Martin,Johnson Group,IT,Direct Debit,INV-90698,Approved
EXP-50699,Event Sponsorship,2025-08-09,11384,CUST-10213,Renee Martin,Andrade-Moore,Operations,PayPal,INV-90699,Approved
EXP-50700,Software Subscription,2025-07-06,16697,CUST-10544,John Spence,"Arellano, Lopez and Huerta",Operations,Bank Transfer,INV-90700,Rejected
EXP-50701,Travel,2025-01-16,19107,CUST-10222,Ryan Price,Hernandez Ltd,Marketing,Cheque,INV-90701,Rejected
EXP-50702,Office Supplies,2025-06-17,10029,CUST-10216,Christopher Contreras,"Crawford, Hayes and Tapia",Marketing,PayPal,INV-90702,Pending
EXP-50703,Office Supplies,2025-02-26,397,CUST-10635,Teresa Jackson,"Medina, Lucas and Johnson",Sales,Credit Card,INV-90703,Pending
EXP-50704,Office Supplies,2025-03-01,12094,CUST-10820,Alyssa Evans,West-Day,Operations,Credit Card,INV-90704,Approved
EXP-50705,Travel,2025-02-01,4445,CUST-10149,Julie Fisher,Wilson Group,Finance,Bank Transfer,INV-90705,Rejected
EXP-50706,Event Sponsorship,2025-06-18,7871,CUST-10819,Erin Ellison,Johnson and Sons,Sales,PayPal,INV-90706,Rejected
EXP-50707,Travel,2025-02-23,3695,CUST-10085,Jeremy Pena,"Gonzales, Allen and Carpenter",Finance,Bank Transfer,INV-90707,Rejected
EXP-50708,Event Sponsorship,2025-07-23,9714,CUST-10508,Luis Burns,Thompson and Sons,Operations,Cheque,INV-90708,Approved
EXP-50709,Software Subscription,2025-02-25,11906,CUST-10276,Kathleen Thompson,Baker-Johnson,Sales,Bank Transfer,INV-90709,Pending
EXP-50710,Software Subscription,2025-01-24,17171,CUST-10134,Anthony Hill,Mitchell-Mendez,IT,Cheque,INV-90710,Rejected
EXP-50711,Travel,2025-03-16,17603,CUST-10703,Stephanie Sanchez,Johnson-Chang,Operations,Bank Transfer,INV-90711,Approved
EXP-50712,Software Subscription,2025-02-12,13531,CUST-10795,Stephen Mora,Henderson PLC,IT,Direct Debit,INV-90712,Rejected
EXP-50713,Marketing,2025-08-10,4041,CUST-10507,Donald Taylor,"Raymond, Lara and Daniel",Finance,PayPal,INV-90713,Rejected
EXP-50714,Software Subscription,2025-01-07,6272,CUST-10377,Robin Williamson,Silva-Lee,IT,PayPal,INV-90714,Pending
EXP-50715,Software Subscription,2025-08-07,17287,CUST-10631,Heather Preston,"Lewis, Cross and Huber",Marketing,Direct Debit,INV-90715,Approved
EXP-50716,Event Sponsorship,2025-08-16,2532,CUST-10845,Holly Townsend,Henderson PLC,Operations,Direct Debit,INV-90716,Pending
EXP-50717,Software Subscription,2025-06-10,6849,CUST-10023,Jason Gardner,"Duncan, Powers and Thompson",Operations,Credit Card,INV-90717,Approved
EXP-50718,Office Supplies,2025-02-15,4293,CUST-10897,Julie Hawkins,Thompson and Sons,Finance,Bank Transfer,INV-90718,Approved
EXP-50719,Event Sponsorship,2025-08-16,5255,CUST-10054,Donald Gonzalez,Moreno and Sons,Operations,Direct Debit,INV-90719,Rejected
EXP-50720,Marketing,2025-01-06,7746,CUST-10751,James Ray,Lozano-Smith,IT,Cheque,INV-90720,Pending
EXP-50721,Office Supplies,2025-01-17,3278,CUST-10297,Bobby Garcia,Williams LLC,Operations,PayPal,INV-90721,Pending
EXP-50722,Office Supplies,2025-07-18,10844,CUST-10892,Jason Alvarez,Anderson Inc,Operations,PayPal,INV-90722,Approved
EXP-50723,Travel,2025-04-05,19210,CUST-10595,Shannon Taylor,"Pruitt, Jones and Michael",Operations,Credit Card,INV-90723,Rejected
EXP-50724,Software Subscription,2025-04-28,1971,CUST-10370,Alex Harmon,Johns Group,Finance,Direct Debit,INV-90724,Approved
EXP-50725,Office Supplies,2025-02-11,4280,CUST-10680,Amanda Steele,Perkins-Turner,Operations,Credit Card,INV-90725,Approved
EXP-50726,Office Supplies,2025-02-17,6748,CUST-10912,Kyle Green,Fritz Group,Sales,Credit Card,INV-90726,Pending
EXP-50727,Office Supplies,2025-07-25,17714,CUST-10255,Autumn Vang,Morris-Hall,Finance,Credit Card,INV-90727,Approved
EXP-50728,Event Sponsorship,2025-04-07,7794,CUST-10289,Deborah Henderson,Mills Ltd,Operations,Credit Card,INV-90728,Pending
EXP-50729,Travel,2025-08-07,16031,CUST-10870,Jon Reyes,"Contreras, Williams and Valdez",IT,PayPal,INV-90729,Approved
EXP-50730,Office Supplies,2025-05-01,3748,CUST-10131,Paul Garcia,"Wilson, Atkins and Reyes",Operations,PayPal,INV-90730,Approved
EXP-50731,Event Sponsorship,2025-06-15,18290,CUST-10908,Ryan Ramirez,"Carroll, Mendoza and Hoffman",Sales,PayPal,INV-90731,Pending
EXP-50732,Software Subscription,2025-07-02,1455,CUST-10766,Katherine Griffin,Douglas PLC,Marketing,PayPal,INV-90732,Pending
EXP-50733,Marketing,2025-04-24,1875,CUST-10408,Bonnie White,Reynolds-Woods,Sales,PayPal,INV-90733,Rejected
EXP-50734,Travel,2025-05-16,16901,CUST-10310,Matthew Norton,Santiago-Vasquez,Finance,Direct Debit,INV-90734,Approved
EXP-50735,Marketing,2025-02-18,12308,CUST-10862,Michele Ballard,Lee-Ashley,Marketing,Bank Transfer,INV-90735,Approved
EXP-50736,Marketing,2025-07-02,10120,CUST-10528,Amy Edwards,Frazier-Goodman,IT,Credit Card,INV-90736,Approved
EXP-50737,Travel,2025-01-06,19045,CUST-10314,Michael Vargas,Chambers-Arnold,Marketing,Bank Transfer,INV-90737,Approved
EXP-50738,Office Supplies,2025-03-01,17784,CUST-10614,Sean Carney,"Ramirez, Mitchell and Gray",Marketing,Bank Transfer,INV-90738,Rejected
EXP-50739,Office Supplies,2025-04-23,13238,CUST-10184,Angela Thompson,"Aguirre, Schroeder and King",IT,Direct Debit,INV-90739,Rejected
EXP-50740,Software Subscription,2025-08-01,12545,CUST-10683,Susan Richardson,Price and Sons,Operations,Credit Card,INV-90740,Pending
EXP-50741,Software Subscription,2025-02-24,13466,CUST-10127,Jason Anderson,Hill-Brooks,Finance,PayPal,INV-90741,Approved
EXP-50742,Event Sponsorship,2025-05-05,14689,CUST-10987,Chelsea Simon,"Waters, Dickson and Cox",Marketing,Credit Card,INV-90742,Rejected
EXP-50743,Travel,2025-08-17,14434,CUST-10066,Andrea Duran,Perez LLC,Finance,Cheque,INV-90743,Rejected
EXP-50744,Marketing,2025-01-04,17504,CUST-10407,Stacey Mercer,"Phillips, Lin and Ward",IT,Direct Debit,INV-90744,Approved
EXP-50745,Office Supplies,2025-04-19,7592,CUST-10889,Phillip Richardson,Walker and Sons,Finance,Bank Transfer,INV-90745,Pending
EXP-50746,Office Supplies,2025-04-02,1462,CUST-10086,Meghan Ford,Benitez and Sons,Operations,Bank Transfer,INV-90746,Pending
EXP-50747,Event Sponsorship,2025-05-27,212,CUST-10462,Vanessa Black,"Rodriguez, Molina and Pena",IT,Cheque,INV-90747,Approved
EXP-50748,Marketing,2025-08-17,2803,CUST-10693,Brian Glover,Miranda-Dennis,Marketing,Cheque,INV-90748,Approved
EXP-50749,Software Subscription,2025-06-26,9958,CUST-10397,Joshua Hoover,"Evans, Olson and Allen",Operations,Cheque,INV-90749,Approved
EXP-50750,Travel,2025-01-23,15053,CUST-10891,Jamie Moore,Chaney-Lozano,IT,Credit Card,INV-90750,Pending
EXP-50751,Event Sponsorship,2025-07-11,11680,CUST-10021,Susan Pratt,"Williams, Anderson and Rosales",Sales,Cheque,INV-90751,Approved
EXP-50752,Event Sponsorship,2025-03-29,8324,CUST-10056,John Davis,"Adams, Johnson and Davis",Marketing,Direct Debit,INV-90752,Rejected
EXP-50753,Office Supplies,2025-03-19,18460,CUST-10952,Sherri Walsh,Henderson-Wright,Marketing,PayPal,INV-90753,Rejected
EXP-50754,Office Supplies,2025-06-09,10288,CUST-10462,Robert Murray,Booth-Morris,Operations,PayPal,INV-90754,Approved
EXP-50755,Event Sponsorship,2025-07-12,1647,CUST-10567,Christian Marquez,Ward-Riley,IT,Credit Card,INV-90755,Pending
EXP-50756,Marketing,2025-04-29,2044,CUST-10545,Shannon Wolfe,Lambert Inc,Operations,Cheque,INV-90756,Rejected
EXP-50757,Software Subscription,2025-03-24,2238,CUST-10442,Dr. Lydia Frazier,Allen-Fuller,IT,Bank Transfer,INV-90757,Pending
EXP-50758,Software Subscription,2025-03-15,1952,CUST-10460,Madison Campbell,"Ingram, Bush and Adams",Marketing,Credit Card,INV-90758,Approved
EXP-50759,Event Sponsorship,2025-03-07,3954,CUST-10611,Margaret Kent,Lewis-Anderson,Sales,PayPal,INV-90759,Rejected
EXP-50760,Travel,2025-06-05,7728,CUST-10351,Karen Stevens,Grant-Lozano,Operations,Direct Debit,INV-90760,Approved
EXP-50761,Event Sponsorship,2025-05-27,1704,CUST-10707,Cynthia Clark,Chandler Group,IT,Direct Debit,INV-90761,Rejected
EXP-50762,Event Sponsorship,2025-07-18,15643,CUST-10805,Elizabeth Joyce,Mason Ltd,Marketing,PayPal,INV-90762,Rejected
EXP-50763,Office Supplies,2025-08-20,16612,CUST-10658,Patrick Smith,Roman LLC,Finance,Credit Card,INV-90763,Pending
EXP-50764,Travel,2025-03-03,3160,CUST-10107,Aaron James,"Aguirre, Schroeder and King",Marketing,Cheque,INV-90764,Approved
EXP-50765,Travel,2025-04-04,8571,CUST-10099,Brenda Parker,"Pierce, Avila and Waller",Marketing,PayPal,INV-90765,Pending
EXP-50766,Marketing,2025-07-14,3516,CUST-10808,Brian Smith,Taylor and Sons,Marketing,Direct Debit,INV-90766,Pending
EXP-50767,Software Subscription,2025-01-24,19518,CUST-10602,Lauren Christensen,Fisher PLC,Sales,PayPal,INV-90767,Pending
EXP-50768,Event Sponsorship,2025-02-15,4919,CUST-10595,Nathan Grant,Kemp Inc,Operations,Bank Transfer,INV-90768,Approved
EXP-50769,Marketing,2025-08-28,17998,CUST-10940,Brandon Weiss,Odom Inc,Finance,PayPal,INV-90769,Pending
EXP-50770,Software Subscription,2025-06-27,4977,CUST-10307,Charles Ray,Walker-Mcdonald,Finance,Credit Card,INV-90770,Approved
EXP-50771,Event Sponsorship,2025-05-16,18852,CUST-10695,Linda Harris,Hernandez Ltd,Operations,Credit Card,INV-90771,Pending
EXP-50772,Event Sponsorship,2025-05-14,14164,CUST-10883,Hector Brown,"Morgan, Brooks and Rogers",Finance,Cheque,INV-90772,Pending
EXP-50773,Marketing,2025-04-18,7572,CUST-10569,Lisa Smith,Turner Inc,Finance,Cheque,INV-90773,Rejected
EXP-50774,Office Supplies,2025-04-27,11151,CUST-10992,Angela Ruiz,Williams-Alexander,Sales,PayPal,INV-90774,Pending
EXP-50775,Office Supplies,2025-03-19,14626,CUST-10145,Margaret Gardner,"Lopez, Cunningham and Wells",IT,Cheque,INV-90775,Rejected
EXP-50776,Event Sponsorship,2025-05-30,12013,CUST-10839,Kyle Williams,"Yoder, Bowen and Thompson",Sales,PayPal,INV-90776,Pending
EXP-50777,Travel,2025-01-27,5129,CUST-10978,Jennifer Solis,Simpson-Ray,Sales,Bank Transfer,INV-90777,Pending
EXP-50778,Event Sponsorship,2025-05-28,4505,CUST-10267,Marissa Boone,Logan-Smith,Finance,Bank Transfer,INV-90778,Rejected
EXP-50779,Marketing,2025-07-12,9492,CUST-10477,Danny Harrell,"Morgan, Brooks and Rogers",Marketing,Credit Card,INV-90779,Pending
EXP-50780,Travel,2025-03-24,6821,CUST-10679,Kristen Woods,Daniel LLC,IT,PayPal,INV-90780,Approved
EXP-50781,Software Subscription,2025-08-26,16735,CUST-10977,Cindy Carter,"Conner, Stone and Lynch",Finance,Bank Transfer,INV-90781,Rejected
EXP-50782,Travel,2025-06-03,4074,CUST-10105,David Fuentes,West-Day,Finance,PayPal,INV-90782,Pending
EXP-50783,Event Sponsorship,2025-01-23,10219,CUST-10445,Tammy Wilson,Osborn-Sharp,IT,Direct Debit,INV-90783,Rejected
EXP-50784,Travel,2025-07-02,17966,CUST-10513,Renee Powers,"Gutierrez, Myers and Davis",IT,Cheque,INV-90784,Approved
EXP-50785,Software Subscription,2025-06-10,18356,CUST-10091,Amber Rose,Brennan-Brown,Operations,Bank Transfer,INV-90785,Rejected
EXP-50786,Office Supplies,2025-06-14,9158,CUST-10966,Lisa Olson,Coleman-Welch,Sales,Direct Debit,INV-90786,Rejected
EXP-50787,Software Subscription,2025-06-04,9902,CUST-10233,John Brown,Benson Group,Finance,Cheque,INV-90787,Approved
EXP-50788,Travel,2025-08-26,10911,CUST-10998,Sandra Williams,"Garcia, Bennett and Larson",Marketing,Cheque,INV-90788,Pending
EXP-50789,Marketing,2025-01-07,14169,CUST-10797,Diane Owens,"Lopez, Bowen and Brown",Sales,Bank Transfer,INV-90789,Rejected
EXP-50790,Marketing,2025-02-26,1508,CUST-10745,Julian Forbes,Ray and Sons,Operations,Direct Debit,INV-90790,Approved
EXP-50791,Event Sponsorship,2025-08-31,16656,CUST-10791,Susan Diaz,Jackson-Cooper,Sales,PayPal,INV-90791,Pending
EXP-50792,Office Supplies,2025-05-07,4634,CUST-10098,Patricia Hubbard,"Jones, Oconnor and Carr",Marketing,Credit Card,INV-90792,Rejected
EXP-50793,Event Sponsorship,2025-02-19,12462,CUST-10462,Anne Clark,Fisher LLC,Operations,Direct Debit,INV-90793,Approved
